"id","name","screen_name","description","followers_count","friends_count","favorites_count","listed_count","created_at"
132011800,City Boyz Katchie,WTF_isOkechukwu,"I say things I think are funny sometimes other people laugh , idk

ig/psn : kechdapredator
#TeamUnfathered 
#ODU 
#Slytherin
🇳🇬🇳🇬🇳🇬🇳🇬",2138,595,1295,153,2010-04-11 00:00:00
133161152,Andrew Schachter,Schachter_TO,"Me: Clinical research technologies; photographer. health, #sciencematters and technology progress. strong believer in human and #womensrights. #resist daily",6643,524,1713,22,2010-04-15 00:00:00
133708569,Leye Odumuyiwa,generaleye,"Live, Laugh, Love......  #Scorpio,  #Arsenal,  Software Engineer. IG: generaleye_",1146,879,568,15,2010-04-16 00:00:00
134531734,Jeff Hughes,JeffJen77,Not so recently retired Headteacher of Penketh High School ... and yes I did dance Gangnam!,76,152,2817,5,2010-04-18 00:00:00
135092917,ASHUTOSH MISHRA,ashu3page,"Special Correspondent -
Aaj Tak & India Today.
A news Junkie who tweet, RT, Like in Personal Capacity and in my Own opinion.
E-mail : ashu.3page@gmail.com",63177,622,15694,232,2010-04-20 00:00:00
135861336,Welbodi Partnership,welbodi,"We are a UK charity working to tackle child mortality in Sierra Leone, where 1 in 7 children dies before their 5th birthday",1044,1878,5710,13,2010-04-22 00:00:00
135902107,Ke From the B,LoveMelanin_x,Carnivalista aka Stripper Peacock. Wannabe Blogger.  🇯🇲 snapchat: x.beautifulmess & IG: melanated_belle,732,860,3593,14,2010-04-22 00:00:00
136268926,Robbin M. Dagle,RCDagle,"""Puwedeng hindi, bakit oo?"" | Research Assistant, Queer Christianity Project | Development Studies Program, Ateneo de Manila University",679,669,5383,10,2010-04-23 00:00:00
136299321,Erin Cassese,ErinCassese,Associate Professor of Political Science at the University of Delaware.,1311,1630,5480,30,2010-04-23 00:00:00
136926580,Amruth Chinthala,AmruthChinthala,Indian by Blood | May be a civil servant later | Volunteer : @ybindia1| Views are personal & understood not to react in Twitter from10/10/2018 😂,137,69,258,0,2010-04-25 00:00:00
136969401,Chris Cordova,DirectorChris,NOV 6!! L.A.⚡️Artist/Filmmaker 🎬YT & Insta ➡️http://Instagram.com/ChrisCordovaPr… Documentary. Web & Television.,3167,465,19531,98,2010-04-25 00:00:00
136999855,talie,talieeilat,,46,523,8124,1,2010-04-25 00:00:00
137486520,RipMyBrotherGreedyPeez,Eli2rare,pip Rc 🐻,603,209,368,4,2010-04-26 00:00:00
138337342,Mannu,rehaanarora,"Instrument Engineer turned financial journalist, an @IIMCAA alumni, and a wannabe pianist",50,192,891,4,2010-04-29 00:00:00
138687611,Andy Bleaden,andybleaden,"Working in European cooperation in ICT, Scale up, Health, Dementia, Innovation, Robotics,using Funding expertise + few pics of walking in the UK's #peakdistrict",842,237,859,238,2010-04-30 00:00:00
138868063,Herizo Raza,HzoHerizo,"If you can dream it, you can do it.
Walt Disney",138,1021,17558,12,2010-04-30 00:00:00
139229024,Invictus,TBPInvictus,"30 years in financial markets. ""I think I've got a man-crush on Invictus right now."" - Nick Hanauer || ""You are a poor man's Barry Ritholtz."" - Clifford Asness",4534,540,2628,176,2010-05-01 00:00:00
139316554,Megan Lawless,mlawless9,You done made me wake my savage up.,384,228,6742,11,2010-05-02 00:00:00
141285192,efstathios,stathi45,,7,113,7,0,2010-05-07 00:00:00
141443118,Sarah Lang,DrPeterLang,,1831,2513,58455,115,2010-05-07 00:00:00
142736450,Debbie Cole,cp_deb,"Books, music, food, wine, travel & interesting conversations...mostly about sports & politics. #bluewave 🌊 #resist #FBR",2709,4993,9674,24,2010-05-11 00:00:00
143831790,Aunt Marthas,AuntMarthas,Aunt Martha's patients are twice as likely to receive dental & mental health services than patients at other health centers.,799,459,35,33,2010-05-14 00:00:00
143924528,$ugar Jaime,jaimejayy,,353,376,4720,4,2010-05-14 00:00:00
144067911,Ashwin_RN,ashwinkumar2020,Proud Single/Movie Buff/Avid Book Reader/Cricket Fanatic/Fan of Rajini-Vijay-Sachin-AR Rahman-Scorsese-Kubrick,53,103,876,0,2010-05-15 00:00:00
144219577,David Durbak,daviddurbak,"""One of the penalties for refusing to participate in politics is that you end up being governed by your inferiors."" - Plato",227,181,60212,10,2010-05-15 00:00:00
144893211,Amputee Coalition,AmputeesUSA,"Join the Amputee Coalition for limb loss education, support, advocacy and prevention. #AmplifyYourself",8845,1402,1472,117,2010-05-17 00:00:00
145441533,Gabriela Parodi,andgelagabriela,"23. Capricorn. Florida. Peruana. 🇵🇪💃🏽 @andgelagabriela — ig",175,169,5091,3,2010-05-18 00:00:00
146897582,Jennifer🎗#TeamLouis,WeWereMeant,I can't with the level of stupidity in some people.   “Fan account”,710,474,10417,23,2010-05-22 00:00:00
147213439,Jabari.xo,Keleshii,College Dropout | Son of a Farmer | Jesus follower | Front-End Developer | Graphics | Budding Technopreneur | Ninja (忍者) | keleshiidesigns@gmail.com | G.R.E.A.M,1241,1089,11137,0,2010-05-23 00:00:00
147350466,Oshack Hennessy,vanJamme,BYWAYofUS | http://VANJAMME.com | http://smarturl.it/cashvanpre,1028,650,67910,20,2010-05-23 00:00:00
147405712,Tribiggs,tribiggs,"middle aged 55 year old triathlete, kayak fisherman, husband, dad. Yeah I expect to live to 110",167,149,4778,6,2010-05-23 00:00:00
148762409,Diskoleigh,diskoleigh,Married my BFF | Blessed w/2 daughters | #Conservative #Libertarian #ProLife #NRA #2A #MAGA #KAG #Trump2020 #WalkAway #BlueLivesMatter O||||||O,2114,2139,6058,3,2010-05-27 00:00:00
149060842,What's on SE1 & SE16,WISE16,#WhatsOn in #Bermondsey #Rotherhithe #community Share your #listings #events in #SE1 & #SE16 for #free,5003,1422,1942,295,2010-05-28 00:00:00
149340471,Jan Valdez,janer1949,Retired mammography tech and resident smartass.,494,2703,4785,4,2010-05-28 00:00:00
149443697,Ashok Chhugani,ChhuganiAshok,"Sports Fanatic | Stock Market| IT Professional| Intraday Swing Trader| FnO Trader|
Liverpool | Mumbai Indians |",415,1189,7312,17,2010-05-29 00:00:00
149639551,WE WON AND YOU LOST!,AceSmithaust22,I work very hard and I'm 45. I own my beautiful home and owe nothing to the banks. i don't live on credit and I can careless what you think. I voted for Trump!,162,173,22762,4,2010-05-29 00:00:00
149776042,Really rylie,ReallyRylie,grace upon grace • TC • venmo&cashapp: reallyrylie 🙂,749,532,40260,1,2010-05-30 00:00:00
150120439,Craptastic Human,camsterdammnn,"Just a cucumber with anxiety who has a love of naps also FUCK DONALD TRUMP #BLM “We’re women honey, the strength finds us”",275,669,21248,3,2010-05-31 00:00:00
151091653,Helen Undy,helen_undy,"Director of @mmhpi - tweeting in a personal capacity about #mentalhealth, #feminism & the joys of south London.",3961,4867,1992,87,2010-06-02 00:00:00
151705487,LaVerne Poussaint,LaVernePoussain,Quis custodiet ipsos custodes?,13,197,70,0,2010-06-03 00:00:00
152736244,Thomas Parker,TheThomasParker,Former market and financial analyst. Future economist. Writes about economics and politics.,148,196,3694,5,2010-06-06 00:00:00
153880551,Eddie Ciminelli,ejciminelli,husband. dad. atx. opinionated constituent. fantasy baseball nerd. aspiring sandwich king. pretend training for a marathon since 2000. thoughts mine,588,1573,1525,61,2010-06-09 00:00:00
154864397,Opeyemi Adekola,OpeCole,Social Media Enthusiast #teamAries #teamArsenal #Silverbird #Biggerfridayshow IG/Snapchat - @Opecole,8709,5270,532,74,2010-06-12 00:00:00
157224358,Odogwu,fazzy_d,||ENGINEER🙌|| ❤ & ⚽|| Happiness is a state of mind,567,467,826,1,2010-06-19 00:00:00
158153210,marcF,lasmooth6275,,26,333,4268,0,2010-06-21 00:00:00
158245857,ht,usghxxx,,40,110,227,2,2010-06-22 00:00:00
159230211,Blanche V. Mercaldi,tammytabby,"Native of New York City, NY. 
I am a Conservative Corporate Assistant.",13881,13840,7390,236,2010-06-24 00:00:00
159480891,Loughborough Sport,LboroSport,"From participation through to performance, Loughborough Sport offers all students @lborouniversity the opportunity to get involved in sport. #WhereHistoryBegins",21648,799,5975,122,2010-06-25 00:00:00
159492402,J,__sweetmaryjane,The Only Time They Ever Won Was When I Wasn't Playing 👑,644,330,9465,7,2010-06-25 00:00:00
160067950,Aleena,aleenaohh,insta • aleenaohh,976,612,28463,6,2010-06-26 00:00:00
160788516,Deepika Patil,Deeps_parekh84,,29,192,3430,0,2010-06-28 00:00:00
161889285,Comrade,dhwint,,490,1703,13596,60,2010-07-01 00:00:00
162059981,Yvan Frank Baumeige,YvanBaumeige,"Proud agent with New York Life Ins. specializing in variable investments & benefits, College plans, Term and Whole life. I am not licensed in all jurisdictions.",101,171,12,1,2010-07-02 00:00:00
164123033,mercedes,OMercedess,well wishes to my opposition.,424,160,77,4,2010-07-07 00:00:00
164574186,Jackie Cerretani,Callalily636,I have red hair because God knew I needed a warning label.,251,304,8388,0,2010-07-09 00:00:00
164948461,Joe Carp,Joe_Carp1,Anything I find interesting,25,308,410,0,2010-07-10 00:00:00
165852894,Tayler,xoTayxo,SELU21,679,175,77248,11,2010-07-12 00:00:00
166460947,Greg Etopio,topes0521,"41 (wow...) 2 teen daughters @Playstation MVP alum @BuffaloSabres @BuffaloBills & @Mets fan @GameOfThrones & #WestWorld  *help me make #hashmoji a thing*",143,515,1334,7,2010-07-14 00:00:00
167586010,Gerry,ATW1062,"#JFT96 #LFC #SOS Though a quarrel in the streets is a thing to be hated, the energies displayed in it are fine; the commonest man shows a grace in his quarrel",2145,1165,43373,113,2010-07-16 00:00:00
167696800,Stephen A. Wedding,sawedding77,"Family, Movies & TV, Indiana Hoosier Basketball, Tennessee Titan Football.",135,751,5038,20,2010-07-17 00:00:00
168116244,Chukwu,Obidike__,Autodidact.,850,798,1976,7,2010-07-18 00:00:00
168300802,asantewaah.,LOVELeslie_,rip twinny #vatogang,2780,1990,49594,6,2010-07-18 00:00:00
168351885,Thomas Timmons,ThomasTimmons,I like managing restaurants,580,498,7080,37,2010-07-18 00:00:00
168732987,Surgery On Sunday,SurgeryOnSunday,Non-profit ASC providing outpatient surgeries free of charge to uninsured and underinsured individuals. First program of its kind in the U.S.,275,413,1367,5,2010-07-20 00:00:00
169185535,Chris Aaron,ChrisAaron83,Mostly video gaming related posts and random other stuff. My main passion is in working to perfect my Japanese ability and making it of use to others.,165,152,2533,19,2010-07-21 00:00:00
169238880,Annie Thompson,Anniegirlwriter,John 1:15 The light is greater than the darkness and will always outlast the dark.,425,310,390,10,2010-07-21 00:00:00
171045662,Simon Clark,SimonLondonVC,"Technology and sustainability investor, with an interest in policy and politics that led me to DC, which gives me a totally misleading Twitter handle.",1431,1126,5370,123,2010-07-26 00:00:00
171276388,Mike JI Zenith,omgzen,"I like hitting buttons til they form something that we call code today and crap tomorrow. 

(\/)  (°,,°)  (\/)   WHY NOT ZOIDBERG",72,155,2864,73,2010-07-26 00:00:00
171569570,"Guy Kezirian, MD",SurgiVision,"Promoting physician-leadership, patient focused healthcare, and optimized clinical outcomes.",815,1277,1248,8,2010-07-27 00:00:00
172472951,randal thom,randalthom,Proud American- Proud USMC Vet-May you be blessed deeply daily.,333,430,3966,1,2010-07-29 00:00:00
172985809,john O'Hanlon,JohnnyO1061,Soldier for the Constitution,105,444,29,27,2010-07-30 00:00:00
174771486,Clean Up Man,LegendaryMKC,Finding my passions while fulfilling my dreams. Free massage therapist. #HailState ΑΦΑ #BlackLivesMatter,872,887,578,27,2010-08-04 00:00:00
175084450,Ryan,RyanGoodyer,Criminology graduate🎓 fraud investigator 👔 gym goer💪🏼 Lucy 👫,561,585,10385,0,2010-08-05 00:00:00
175117493,Mi,mmika_s,Japonesa | 22 | Universidad de Palermo | Estudiante de Relaciones Internacionales,461,319,823,1,2010-08-05 00:00:00
175487483,Sammie Collins,HoustonianMan,"I am a loyal Christian conservative, and I enjoy liberty! I support Trump and detest liberals. #MAGA #USA #Israel",4033,3863,3937,46,2010-08-06 00:00:00
176448598,'Lani,tholaney,"Hello FEAR, sorry GRACE took your place.",237,387,926,2,2010-08-09 00:00:00
178772941,Rose Tierney,kraftyrose,A Touch of Rose Vintage Jewels,282,673,2373,6,2010-08-15 00:00:00
178836698,talisha zorra,dsnypixie,,20,70,402,0,2010-08-15 00:00:00
179976334,Stephanie,genegirl17,I think it's time to update my profile.,69,845,3901,3,2010-08-18 00:00:00
179981672,Yogendra Choukikar,MrYogendraC,"Self Controlled, Kind Hearted, Easy to get along with and talk to... Love Music... Hate not being trusted, Love to be Loved... ♥",36,266,2,0,2010-08-18 00:00:00
180127285,Sam Arrowsmith,sam_arrowsmith,literal trash human being. 26,152,491,19865,1,2010-08-18 00:00:00
180488568,The Vote Bastard,ThatPazuzu,"just a fukkin bird
Private: @ThisPazuzu Dog Pics: @ThatDoggo",978,334,56746,103,2010-08-19 00:00:00
181490564,Marion,jansketh,,151,164,6113,0,2010-08-22 00:00:00
182634006,Josh Klemons,jlemonsk,Digital Storyteller/Strategist | Politico Writer | Editor | Blogger | Musician Unabashed News Junky | @ReverbalC #WIpolitics,822,1080,7499,46,2010-08-24 00:00:00
183455428,Lissafv,Lissafv3,"Hey, just me! Originally from Cali, now in Wis. Likes: Packer Football, positive energy, plus more!!! Follow a select few!!!!",715,1067,711,21,2010-08-26 00:00:00
185944693,Micheal Gelo,Soft_Gelo,Creative Director @ HaGe Clothier #teamManUtd,4724,4780,15382,45,2010-09-02 00:00:00
186333296,Simply TC,BienSur_JeTaime,#InboundMarketing CEO of @V3Inbound | Curator behind @BGBMastermind | HU & UPenn Alumna | 🇯🇲🇧🇧,5895,655,13847,637,2010-09-03 00:00:00
186788048,cheel | mono,cheelchan,#MONO is out!!!,545,427,30003,9,2010-09-04 00:00:00
187138821,Kidders,clintcuthbert,"Father, Husband, Entrepreneur, Pilot, Rugby Coach, Musician, Philanthropist, Triangle Maker, Hotel Owner, Developer, Crime Fighter. Often Busy.",432,808,3742,15,2010-09-05 00:00:00
188080276,annie g money,anniegeg1,Pick a letter of the alphabet... you’re THAT _hole.,378,636,6554,14,2010-09-07 00:00:00
188132706,Donna,Donna_Saenz,,578,476,9341,7,2010-09-07 00:00:00
188143602,pessimistically pragmatic,craftserenity,"She/her | Short, fat, black woman. | Please be loud and wrong away from me.",89,283,8568,1,2010-09-07 00:00:00
191857483,⚜Gemi⚜,SlimGem__,"Turn Back.

♊",384,575,715,8,2010-09-17 00:00:00
192796048,Mitchell Spearman,mspearma,"Come on along for fun, laughs and good stories. #SC #PA #AR #CA #TX *the opinions and rtwts are personal in nature. #GoTigers #GoHogs #GoBlueHose #HookEm🤘🏽",1141,1554,22336,37,2010-09-20 00:00:00
193028157,j,Jahayx3,"still a real one ,in my reflection, without a follow , without a mention 💯 // IG : jahayx3",227,272,1220,0,2010-09-20 00:00:00
193085180,Marlene,marmar1960,"Love Thoroughbred 🏇Horse Racing with WPT, Red Sox, MAGA JOIN TRUMP TRAIN- Not a fan of FAKENEWS ♥️",959,1248,17106,6,2010-09-20 00:00:00
193270570,Matchday Live,talkSPORTMDL,"Premier League, EFL and FA Cup commentaries, reports and goals from our team of reporters and pundits around the grounds ⚽",50117,639,138,230,2010-09-21 00:00:00
193465862,Santia,Fab_40,Driven and ambitious. loving my life & the people in my circle.,480,1817,542,9,2010-09-21 00:00:00
195287998,Banu Jelilat,jelly_ice,CEO  @lilah_foods,285,340,2144,0,2010-09-26 00:00:00
196089599,Aaron Aston,aaronx24,,133,224,1235,4,2010-09-28 00:00:00
200669759,Wendy Stewart,"2000softballmom",,92,198,1123,1,2010-10-09 00:00:00
202981127,kamadi Amata,kamadiamata,"Journalist Reports Politics,Devolution Health and Current Affairs @mtaaniradio.manchester united!...Ni hayo tu kwa sasa...",568,147,33,5,2010-10-15 00:00:00
203254488,Jeffrey,JStellz,Bent out of shape from society's pliers.,601,718,58278,11,2010-10-15 00:00:00
204461167,Mike,mike57buck,"Stable Genius. #Utes, Democrat, Former radio talk show host. Always on, slightly off. #FirstAmendment #CivilRights #Resist #RedRocks Gymnastics",919,1972,14666,33,2010-10-18 00:00:00
204671767,Osamagbe  Enabunlele,Moti_dqueen,"a caterer,event planner, decorator and a graduate of Biochemistry.....Director of Operations@Granabs Catering Services Limited RC:982793.",317,726,737,2,2010-10-19 00:00:00
208713591,Christy Wilcox,ChristyWilcoxTV,"Reporter Mid-East 🛫 Mex-Ariz border 🛫 LasVegas. Murrow and Emmy Award winner. Currently, PIO for Pinal County Attorney's Office #Arizona. 🌵 Tweets are mine.",3059,1874,4047,113,2010-10-27 00:00:00
208754022,Moni,MoniiiiR,UMiami Alum🤘🌻🎹,674,380,34521,4,2010-10-27 00:00:00
211263268,Jane Macht,janemacht,"Former public defender. Political junkie, crossword lover, aspiring resident of Mexico, supine mother.",365,1222,23164,6,2010-11-02 00:00:00
212499468,Paul Smith,ps460,what on earth is going on?,469,1907,5148,5,2010-11-06 00:00:00
213760589,𝕽𝖊𝖆𝖑 𝕿𝖔𝖓𝖞 𝕿𝖊𝖖𝖚𝖎𝖑𝖆,IamTonyTequila,"retired pro wrestling referee. I am working on doing some promoting and most definitely some managing.Im not here for a long time, im here for a good time!",459,2468,15292,16,2010-11-09 00:00:00
214627406,The Alchemist,MauriceMurillo,with love,265,143,23169,3,2010-11-11 00:00:00
215496444,james butcher,jezusjames,,56,650,5159,1,2010-11-13 00:00:00
215848282,Abhilash,AbhiOnlyOne,.,44,111,714,7,2010-11-14 00:00:00
216398109,Sir Arthur Conan-Doyle,uziosaka,"...a restless and, for the most part, peripatetic socio-economic muse!",41,91,209,0,2010-11-16 00:00:00
217102899,National Churches Trust,NatChurchTrust,For people who love church buildings,8855,2382,2543,152,2010-11-18 00:00:00
217326533,Marissa J. Johnson,rissaoftheway,"Founder, The Phoenix Fighter. Formerly @SafetyPinBox. ""So You Wanna Be An Ally?"" with @HarperPerennial (Jan 2019). She/Her.",6961,1021,42686,159,2010-11-19 00:00:00
218576799,Sue Barnhart,suebarnhart_,"Obama2012!!  #ProudObot  #TFY  
I am for what helps those who earn a paycheck each week.",1158,2054,8506,40,2010-11-22 00:00:00
218703158,Eripiat ad infernum,Mar974988,Just a  proud American.,822,1391,2100,31,2010-11-22 00:00:00
219721750,Queen Dracula,queen_dracula,I AM A PITBULL IN A SKIRT📛,2159,1424,31430,6,2010-11-25 00:00:00
221603411,Tiffany E. Wilson,tiffanyewilson,"Tiffany is a scifi writer who loves retrofuturism, chocolate, and long leisurely naps. #clarion2015 she/her",129,313,6752,4,2010-11-30 00:00:00
222093945,Michael Haslam,mbhaslam,"Lecturer in Nurse Education at EHU. Registered Mental Health Nurse. Background in acute MH care, Crisis Resolution and MH Liaison. Views are my own.",201,309,1229,2,2010-12-02 00:00:00
222513345,Mae Hughes,"2010CGW",,1243,2361,23094,21,2010-12-03 00:00:00
222584538,Abdul Majeed,AMajeedDXB,Cluster Head GCC Countries for an Indian Pharmaceutical multinational company,89,138,1570,1,2010-12-03 00:00:00
223218103,Leo,trapasio25,,43,258,4836,0,2010-12-05 00:00:00
223755685,the trump years,naenae82575,"StartdWork@15nowdisabled,19yrDaughter•OnlyCivilFACTUALConvos•Politic&InvestNewsReporter~Fight4ALL~WellinformedElectorate•2getherWeCandefeatGOP•VotingRights",2691,4849,41298,112,2010-12-07 00:00:00
223847004,Christina,labellaragazza1,"I love musicals like Phantom of the Opera, languages and my twin Francesca. Studied in London+Italy, finished teaching in Seoul, now following new dreams in NYC",77,469,314,1,2010-12-07 00:00:00
226804902,J.R. ☁︎,j0nathonramirez,I’m on twitter because everything makes me laugh,905,563,33347,3,2010-12-14 00:00:00
227440680,Michael Sims,peltast,"Don't forget to write your cool bio here, so people will give you internet points!",245,895,760,3,2010-12-16 00:00:00
227785262,Ron Petkus,RYNOSOFTBALL,,415,861,1283,0,2010-12-17 00:00:00
227808928,Mark Veres,markjveres,,381,951,451,11,2010-12-17 00:00:00
229226630,ionuț | Lady Gaga,BraveForGaga95,"News/fan account for the incredibly talented 6x GRAMMY winner and Super Bowl 51 Halftime Show headliner, Lady Gaga. Noticed 23x by @ladygaga",22863,5403,1031,156,2010-12-21 00:00:00
230261093,angelica!!!!!!,angelicamwill,I’m a bitch just not yours!,1901,305,16672,6,2010-12-24 00:00:00
230477160,Marilyn Fraser,Marilyn1072006,"I’m a pro-life, conservative Christian. I’m a 2nd Amendment supporter and I’m on the Trump train. drain the swamp, build the wall, and stop killing babies!",363,145,37019,0,2010-12-25 00:00:00
232251753,Jenny,lafemme3,count every vote 🇺🇸,210,1166,31443,6,2010-12-30 00:00:00
232462619,Ashley Mason,AshleyyMason,rest in peace momma 6/12/18 ☀️💛 | stonehill 2019,324,180,1877,2,2010-12-31 00:00:00
233673093,Hungry/AngryBlackMan,DiverseThought,Am I supposed to say something cool here?..... Instagram: travas80 Snapchat: trav_as,1497,548,59091,34,2011-01-03 00:00:00
234632873,Deborah Kwan,debkwan,"",30,83,2172,0,2011-01-05 00:00:00
234645603,Google is Free,BLACK_n_gin_ear,Extremely free. like so free that you don't have to ask me questions at all,159,261,12593,2,2011-01-06 00:00:00
235196204,Glenn Kessler,GlennKesslerWP,"The Washington Post's Fact Checker columnist, revealing the truth behind the rhetoric. I tweet articles & comments I find interesting or provocative.",90159,449,1669,2556,2011-01-07 00:00:00
235239518,F O Z I A,FozTheScammer,نقص الذكاء هو أكبر فقر,1003,551,168,11,2011-01-07 00:00:00
236131203,Me,"1stthes521",,17,53,1608,0,2011-01-09 00:00:00
237647297,Harlequeen,harlequinskwerl,"Liberal squirrel, married to his beloved pony. Mostly very confused at life.",342,464,5205,13,2011-01-13 00:00:00
237848324,Al,HamishMcgonagal,With more alias' than Klaus Barbie Master Butcher of Leigh on Sea,371,1421,1750,5,2011-01-13 00:00:00
237912905,WI Health News,WiHealthNews,The beating pulse of Wisconsin health news | http://wisconsinhealthnews.com | Tips: news@wisconsinhealthnews.com,1981,1443,66,69,2011-01-13 00:00:00
238681015,lynda gough,lyndyloo101,"Caerphilly , S.Wales",94,277,3174,0,2011-01-15 00:00:00
240814898,NC Dental Society,ncdentalsociety,"Helping our 3,800 member dentists across the state succeed. Promoting #oralhealthNC. 😁",1212,599,85,30,2011-01-20 00:00:00
240881447,Bernardini & Donovan,InsSuperHeroes,"We are your Insurance Super Heroes... We will help you with all your Business Insurance needs, making sure you have the right coverages and the best prices!",55,129,0,0,2011-01-20 00:00:00
240895911,QuietTech,QuietTech,"Geeking and tweeking 30+ years - Retired Developer, Software Engineer, Systems Engineer, Network Admin, DBA -  #Resistance #FBR",1107,1815,13897,1,2011-01-20 00:00:00
242307108,Jim Coogan,jimmycoogan,Chicago attorney. Working for justice. Hoping for our political process to catch up.,68,274,84,0,2011-01-24 00:00:00
242480506,Peter Forde,petietwtie,jft96. I block all betting pages. Now pls fuck off. Thanks in advance.,280,661,8666,3,2011-01-24 00:00:00
243457746,HOGSLOP,HOGSLOPHOGSLOP,,62,472,942,2,2011-01-26 00:00:00
245041782,"az a 42 toll, amit nem használsz",gyunikum,The void sighs when the shadows are at their zenith | cc: http://curiouscat.me/gyunikum,358,312,21995,34,2011-01-30 00:00:00
245051289,Lennox,lewixx,"I find peace in synchronized mayhem.

No one can make you feel inferior without your consent ~ Eleanor
 
A positive critic!",283,494,1406,0,2011-01-30 00:00:00
245238118,the dark manatees,audio_embed,.,622,739,3202,27,2011-01-31 00:00:00
245627510,chiles1129,chiles1129,,34,84,18000,1,2011-01-31 00:00:00
245998372,Quentin Carbonell,QCarb,"I lead all movie-related stuff at #FilmStruck Intl, farm my #Switch, shoot #35mm and 6x6, listen daily to @heyjuniore and @boysnoize",398,488,551,10,2011-02-01 00:00:00
246013815,steph,onyeyichii,child of God. med student. baylor alumna. ur favorite nigerian auntie. for pre-med advice click link in my bio,2112,460,71309,110,2011-02-01 00:00:00
246330064,Richard,rar775,,41,82,6,15,2011-02-02 00:00:00
246609917,kosalai Mohan,kosalaimohan,"Proud Mom, #SocialEntrepreneurship & #GlobalHealth enthusiast, Bio-Business management @KGI, Oncology Clinical Sciences @Regeneron
Tweets R my own",77,210,70,6,2011-02-02 00:00:00
248546221,Ron Cornell,RonaldCornell,"Director of Product Innovation at First Choice Health | Strategy & #innovation #DigitalHealth, #machinelearning #IoT #NorthwesternUniversity",7222,4515,5065,394,2011-02-07 00:00:00
248631084,Paul Landolfi,PaulLandolfi,"Dad of 3, Husband, Runner,  #MAGA, #2A, #1A",742,1807,2039,2,2011-02-07 00:00:00
248705264,Kawroppolo,kawym,Metallica Est 81. #mff #GoNiners                                        Noivo esforçado da @Lili_LiliLima 💑,344,89,19833,17,2011-02-07 00:00:00
248928902,Rudy Rodriguez,bakerylegend,"I like good/bad jokes, food trucks, good music and most fighting games. I hope to spell better this year.",230,760,27886,4,2011-02-07 00:00:00
249264882,Jeremy Wood,Wildwildwoody,"In Search of the Truth☮️🇿🇦🇵🇸
 GAZA IS THE NEW HOLOCAUST
    #ICC4ISRAEL #BDS #FREEGAZA 
  
السلام في فلسطين",363,508,6217,2,2011-02-08 00:00:00
250128037,dour32,NYSPORTSOWN,it’s always a lituation when I’m involved..,70,873,7965,0,2011-02-10 00:00:00
251498183,Nick Furry,NICKtheNAILER,Try not to fall in love with me,191,403,53408,13,2011-02-13 00:00:00
253686199,zoeyned,zoeyned,"25/Manchester",509,117,1960,3,2011-02-17 00:00:00
254039361,Francisco,moisesfps,Inteligencia es: Apartarse del Mal,49,78,3,1,2011-02-18 00:00:00
254240570,Bone Smith,smitheoin,Rhattigan Glumphoboo,217,800,12862,21,2011-02-18 00:00:00
254316803,Kay,kcadem,,550,1254,5453,19,2011-02-18 00:00:00
254971586,Palesa von Randridge,palesa_potele,"I love coffee and chocolate. I am a Lover of beautiful things, a Traveller, an Optimist, and I love coffee shops ;)",39,96,32,1,2011-02-20 00:00:00
255233753,John Friel,johnnymarauder,"Programmer, consultant, drag racer.",24,98,3632,4,2011-02-20 00:00:00
256764592,Olivia McGucci™,OliviaMcGougan,cheetos and a water.,873,248,100165,1,2011-02-23 00:00:00
257630162,damnyankee56,damnyankee56,The human race is gonna have to do a better job...,314,491,10614,18,2011-02-25 00:00:00
257674367,Musings by SQ,musingsbysq,"Loves Radiohead, Barefoot Contessa, Oprah, Red Sox, Patriots, Connecticut, JGL, Yoga, Cooking, Reading, Laughing",93,70,498,2,2011-02-25 00:00:00
257798282,Diversability® | Disability Empowerment,Diversability,Award-winning #socent to rebrand disability through community. Seen in @wef @marieclaire @forbes @guardian. Est. 2009. info@mydiversability.com,4196,1518,9625,166,2011-02-26 00:00:00
257872282,British,"1st_politician",Prepare yourself for a nerve agent attack. Because it's going to happen sooner or later!,960,4528,3982,4,2011-02-26 00:00:00
257996264,HMG,ladybug0501,"Interests: Politics, traveling and reading, MSU, animal/Human rights activist, Retweets are not endorsements",855,449,37704,146,2011-02-26 00:00:00
258122284,alexis whitby,whitts8,,94,619,28265,5,2011-02-26 00:00:00
258204591,ariella silberman,ariellaaaax3,Why get thinner when you can get more dinner.,138,98,1901,0,2011-02-27 00:00:00
258861607,Shiela Perla,sbperla,,242,722,81896,2,2011-02-28 00:00:00
260444334,"Robert California, CEO Dunder Mifflin Sabre",redrobot5050,"Husband. Father. BJJ Player. Kickboxer. OCR Competitor. Fitness, MMA, Weights, Cats, and Politics in this feed.",320,1178,11265,33,2011-03-03 00:00:00
260727363,Bob Moore,baublelauble,Fascism is trying to rear it's ugly head. We the People not We the Corporations. Vote for candidates that will work for the people not the billionaires.,2037,2806,19215,20,2011-03-04 00:00:00
261955425,Tasha61103,independent71,,26,168,798,0,2011-03-06 00:00:00
262163061,Thangam Debbonaire,ThangamMP,Re-elected Bristol West Labour MP 10 June 2017. Casework & policy enquiries from constituents to Thangam.debbonaire.mp@parliament.uk,16414,2298,4981,403,2011-03-07 00:00:00
262883227,J O R D A N,jordankro21,It's better if we keep them perplexed | gemini,679,1707,14801,9,2011-03-08 00:00:00
